AR_ID,NID_ID,Dam_Name,Year_Removed,Latitude,Longitude,City_County,River,HUC8,State,Dam_Height_ft,Dam_Length_ft,Year_Built,Owner,Original Use,Type_Material,Miles_Restored_US,Miles_Restored_DS,River_Miles_Reported,Last_Updated,,,,,,,,,,
RI-001,,Jackson Pond Dam,1979,41.73416,-71.5539,Hope,Pawtuxet River,Narragansett,RI,20,,,,,,,,,11/10/2017,,,,,,,,,,
RI-002,,Dyerville Dam,2009,41.82766,-71.4625,Providence ,Woonasquatucket River,Narragansett,RI,,,,,,,,,,11/10/2017,,,,,,,,,,
RI-003,,Paragon Dam,2010,41.81828,-71.4421,Providence ,Woonsaquatucket River,Narragansett,RI,,,,,,,,,,11/10/2017,,,,,,,,,,
RI-004,,Lower Shannock Falls Dam,2010,41.44734,-71.6433,Richmond and Charlestown,Pawcatuck River,Pawcatuck-Wood,RI,,,1820s,,Textile mill,,,,10,11/10/2017,,,,,,,,,,
RI-005,RI04231,Pawtuxet Falls Dam,2011,41.76442,-71.3909,Cranston and Warwick,Pawtuxet River,Narragansett,RI,5,170,1924,,,Concrete,,,7,11/10/2017,,,,,,,,,,
RI-006,,Bradford Dam,2017,,,,Pawcatuck River,Pawcatuck-Wood,RI,6,200,Mid-1800s,,,,,,,,,,,,,,,,,
RI-007,,Shady Lea Mill Pond Dam,2018,,,North Kingstown,Mattatuxet River,,RI,,,1820s,Springdale Factory,Textile mill,Stone/Concrete,0.5,,,,,,,,,,,,,
SC-001,SC01253,Old Saluda Reservoir Dam,,33.99,-81.7716,Saluda,Red Bank Creek,Saluda,SC,33,450,1930,,Recreation,Earthen ,,,,11/10/2017,,,,,,,,,,
SC-002,,Shealy's Pond Dam,,33.94846,-81.1683,West Columbia,Savana Branch,Congaree,SC,21,430,1940,,Recreation,Earthen ,,,,11/10/2017,,,,,,,,,,
SC-003,SC01801,Robert Thomason Pond Dam,,34.6801,-82.2072,Fountain Inn,Tributary to Stoddard Creek,Saluda,SC,23,424,1959,,Recreation,Earthen ,,,,11/10/2017,,,,,,,,,,
SC-004,,No Name Dam at State Road 11-58,1979,35.1194,-81.8046,Cowpens National Battlefield,Long Branch of Island Creek,Upper Broad,SC,7,,,,,,,,,11/10/2017,,,,,,,,,,
SC-005,SC01184,Old City Reservoir Dam,1988,34.7,-80.76,Lancaster,Turkey Quarter Creek,Lower Catawba,SC,25,,,,,,,,,11/10/2017,,,,,,,,,,
SC-006,SC02147,Miller Trust Pond Dam,1993,34.975,-81.0916,Rock Hill,Tributary to Tools Fork,Lower Catawba,SC,38,,,,,,,,,11/10/2017,,,,,,,,,,
SC-007,,Pole Branch Dam,1990,33.543520,-81.991900,North Augusta,Pole Branch River,Middle Savannah,SC,26,,,,,,,,,11/10/2017,,,,,,,,,,
SC-008,,I95 Rest Area Lagoon Dam,1999,,,Columbia ,Tributary to Black Creek,,SC,11,2640,1970,,,Earthen ,,,,11/10/2017,,,,,,,,,,
SC-009,SC01900,Kirkley Pond Dam,2001,34.53741,-80.3463,Jefferson,Little Sandy Creek,Lynches,SC,17,370,1958,,Recreation,Earthen ,,,,11/10/2017,,,,,,,,,,
SC-010,SC02450,Woodside Dam 1,2011,34.77456,-82.7794,Greenville,Twelve Mile River,Seneca,SC,,,,,,,,,,11/10/2017,,,,,,,,,,
SC-011,SC02451,Woodside Dam 2,2011,34.7661,-82.792,Greenville,Twelve Mile River,Seneca,SC,,,,,,,,,,11/10/2017,,,,,,,,,,
SC-012,,Congaree Creek Dam,2019,33.937528,-81.077262,Cayce/Lexington,Congaree Creek,Congaree,SC,15,40,1950s,Town of Cayce,Water Supply,Sheet Pile,16,120,,2/6/2020,,,,,,,,,,
SC-013,,Matthews Creek Dam ,2019,35.06563,-82.64682,Cleveland/Greenville,Matthews Creek,Saluda,SC,8,100,,Naturaland Trust,Fishing Pond/Recreation,Earthen,0,50,,2/6/2020,,,,,,,,,,
SD-001,SD00799,No Name Dam #45,,44.142790,-101.950000,Phillip,,Bad,SD,15,,,,,,,,,11/10/2017,,,,,,,,,,
SD-004,SC00997,Farmingdale Dam,1986,43.96364,-102.883,Caputa,Antelope Creek Watershed,Rapid,SD,24,,,,,,,,,11/10/2017,,,,,,,,,,
SD-005,SC00076,Mission Dam,1987,43.30097,-100.671,Mission,Antelope Creek,Keya Paha,SD,25,,,,,,,,,11/10/2017,,,,,,,,,,
SD-012,,North Robert’s Dam,1988,,,,,,SD,12,,,,,,,,,11/10/2017,,,,,,,,,,
SD-013,,Klondike Dam,2013,43.386174,-96.521604,Canton,Big Sioux River,Lower Big Sioux,SD,,,,,,,,,,11/10/2017,,,,,,,,,,
TN-001,,Eblen-Powell Dam #1,,36.38898,-84.1389,LaFollette,Ollis Creek,"Upper Clinch, Tennessee, Virginia",TN,32,,,,,,,,,11/10/2017,,,,,,,,,,
TN-002,,Spence Farm Pond Dam #5,1983,35.20333,-88.3675,Adamsville,Tributary to Snake Creek,Lower Tennessee-Beech,TN,35,,,,,,,,,11/10/2017,,,,,,,,,,
TN-003,,Monsanto Dam #3,1988,35.66981,-87.1237,Columbia,Decant Pipes,Lower Duck,TN,39,,,,,,,,,11/10/2017,,,,,,,,,,
TN-004,,Monsanto Dam #7,1990,35.65493,-87.0923,Columbia,Duck River,Lower Duck,TN,78,,,,,,,,,11/10/2017,,,,,,,,,,
TN-005,,Monsanto Dam #4,1990,35.66521,-87.1092,Columbia,Greenlick Creek,Lower Duck,TN,53,,,,,,,,,11/10/2017,,,,,,,,,,
TN-006,,Monsanto Dam #5A,1990,35.65902,-87.1141,Columbia,Greenlick Creek,Lower Duck,TN,52,,,,,,,,,11/10/2017,,,,,,,,,,
TN-007,,Monsanto Dam #9,1990,35.66113,-87.1351,Columbia,Helms Branch,Lower Duck,TN,33,,,,,,,,,11/10/2017,,,,,,,,,,
TN-008,,L. Thompson Dam #1,1990,,,,,,TN,10,,,,,,,,,11/10/2017,,,,,,,,,,
TN-009,,L.C. Hancock Dam #1,1990,,,,,,TN,8,,,,,,,,,11/10/2017,,,,,,,,,,
TN-010,,Lake Deforest Dam,1991,35.70933,-88.7691,Oakfield,Johnson Creek,North Fork Forked Deer,TN,36,,,,,,,,,11/10/2017,,,,,,,,,,
TN-011,,Occidental Chem Dam #6,1991,35.64979,-87.0333,Columbia,Tributary to Rutherford Creek,Lower Duck,TN,53,,,,,,,,,11/10/2017,,,,,,,,,,
TN-012,,Ballard Mill Mine Dam,1992,35.60478,-84.389,Sweetwater,Tributary of Fork Creek,Lower Little Tennessee,TN,30,,,,,,,,,11/10/2017,,,,,,,,,,
TN-013,,Walkers Dam,1992,35.66702,-87.0077,Columbia,Walker Stream,Lower Duck,TN,32,,,,,,,,,11/10/2017,,,,,,,,,,
TN-014,,Gin House Lake Dam,1994,35.47711,-89.8068,Munford,Adkinson Creek,Lower Hatchie,TN,32,,,,,,,,,11/10/2017,,,,,,,,,,
TN-015,,Cities Service Company Dam,1995,35.04045,-84.3667,Turtletown,Burra-Burra Creek,Ocoee,TN,30,,,,,,,,,11/10/2017,,,,,,,,,,
TN-016,,Occidental Chem Pond Dam D,1995,35.70613,-87.225,Williamsport,Duck Creek,Lower Duck,TN,160,,,,,,,,,11/10/2017,,,,,,,,,,
TN-018,,Rhone Poulenc Dam #20,1995,35.54962,-87.1756,Mt Pleasant  ,Quality Creek,Lower Duck,TN,33,,,,,,,,,11/10/2017,,,,,,,,,,
TN-019,,Harpeth River Dam,2012,35.90887,-86.8546,Franklin,Harpeth River,Harpeth,TN,,,,City of Franklin,,,,,125,11/10/2017,,,,,,,,,,
TN-020,,Brown's Mill Dam,2014,35.90204,-86.281,Lascassas,East Fork of the Stone's River,Stones,TN,2,70,1829,,,Originally Log then Fortified with Concrete,,,25,11/10/2017,,,,,,,,,,
TN-021,,McCabe Golf Course Dam,2014,36.13855,-86.8497,Nashville,Richland Creek,Lower Cumberland-Sycamore,TN,5,50,1970,Metro Nashville,Pool for water withdrawal to irrigate golf course,Concrete (low-head),,,800 ft,11/10/2017,,,,,,,,,,
TN-022,,Sevenmile Dam ,2015,36.045408,-86.745791,"Nashville, Davidson County",Sevenmile Creek,Lower Cumberland-Sycamore,TN,4,25,~1970,Part of a bridge structure,,Stone and mortar with metal frame,,,,11/10/2017,,,,,,,,,,
TN-023,,Upper Citico Creek Dam,2015,35.420173,-84.092945,Monroe County,Citico Creek,Lower Little Tennessee,TN,7,35,1966,USFS,Rough Fish Barrier,Concrete,,,2.3,11/10/2017,,,,,,,,,,
TN-024,,Nashville Zoo Dam Weir 1,2017,36.0897,-86.7349,Nashville/Davidson,"Cathy Jo Branch, tributary to Mill Creek",Lower Cumberland-Sycamore ,TN,4,8,,Nashville Zoo,,Concrete/rebar,,,.5 mile upstream opened 10 miles now connected from Cathy Jo Branch's origin to Mill Creek's Confluence with the Cumberland (there are minor obstructions in this stretch but no complete obstructions) ,2/8/2018,,,,,,,,,,
TN-025,,Nashville Zoo Dam Weir 2,2017,36.0897,-86.7349,Nashville/Davidson,"Cathy Jo Branch, tributary to Mill Creek",Lower Cumberland-Sycamore ,TN,4,8,,Nashville Zoo,,Concrete/rebar,,,.5 mile upstream opened and 10 miles now connected from Cathy Jo Branch's origin to Mill Creek's Confluence with the Cumberland (there are minor obstructions in this stretch but no complete obstructions) ,2/8/2018,,,,,,,,,,
TN-026,,Roaring River Fish Dam,2017,36.35305,-85.59912,Gainesboro/Jackosn,Roaring River,Upper Cumberland-Cordell Hull Reservoir,TN,10,220,1976,Tennesee Wildlife Resources Agency,"Fish barrier meant to keep ""rough"" fish from downstream Cordell Hull reservoir out of river",Gabion Baskets capped with Concrete,,,Water levels effected roughly 1 mile upstream; reconnected stream network extends 205 linear miles upstream.,2/8/2018,,,,,,,,,,
TX-002,TX00455,Hilsboro Lake Park Dam,,32.02514,-97.1292,Hillsboro,Tributary to Pecan River,Middle Brazos-Lake Whitney,TX,20,,,,,,,,,11/10/2017,,,,,,,,,,
TX-003,TX01342,Railroad Reservoir Dam,,30.72399,-97.4427,Granger,Tributary to Willis Creek,San Gabriel,TX,10,,,,,,,,,11/10/2017,,,,,,,,,,
TX-004,TX03916,Bearfoot Lake Dam,,30.48192,-94.7734,Livingston,Mill Creek,Lower Trinity-Kickapoo,TX,27,,,,,,,,,11/10/2017,,,,,,,,,,
TX-005,TX01949,Alamo Arroyo Dam,1979,31.40497,-105.818,Fort Hancock,Rio Bravo watershed,Rio Grande-Fort Quitman,TX,48,,,,,,,,,11/10/2017,,,,,,,,,,
TX-006,TX02731,H and H Feedlot Dam,1980,32.48126,-100.595,Roscoe,Cottonwood Creek watershed,Upper Clear Fork Brazos,TX,35,,,,,,,,,11/10/2017,,,,,,,,,,
TX-007,,South Sand Lake Dam,2008,28.5694,-96.9501,McFaddin,South Sand Lake,Lower Guadalupe,TX,,,,,,,,,,11/10/2017,,,,,,,,,,
TX-008,,Ottine Dam,2016,29.6603,-97.5874,Ottine/ Gonzalez,San Marcos,Lower Guadalupe,TX,15,100,1911,May,Hydropower for mill and town,Concrete,,,39,11/10/2017,,,,,,,,,,
TX-009,TX04394,San Gabriel River Ranch Dam,2019,30.71882,-97.9072,Williamson Co.,Lackey Creek,San Gabriel,TX,26,640,1969,Williamson Co.,Recreation,Earthen,,,,2/6/2020,,,,,,,,,,
UT-001,,Brush Dam,1983,39.06137,-111.449,Sanpete County,North Fork of Muddy Creek,Muddy,UT,49,,,,,,,,,11/10/2017,,,,,,,,,,
UT-002,,Atlas Mineral Dam,1994,38.6,-109.595,Moab,Colorado River basin,Upper Colorado-Kane Springs,UT,93,,,,,,,,,11/10/2017,,,,,,,,,,
UT-003,UT00050,Box Elder Creek Dam,1995,41.44592,-111.916,Mantua,Box Elder Creek,Lower Bear-Malad,UT,50,,,,,,,,,11/10/2017,,,,,,,,,,
UT-004,,Mill Creek Dam,2016,40.699153,-111.720252,Salt Lake,Jordan River,Jordan,UT,14,48,~1915,,Hydropower,Cement/Earthen,,,4,11/10/2017,,,,,,,,,,
VA-001,,Fredricksburg & Spotsylvania Dam #2 (Clark Farm Pond #3),,38.29265,-77.753500,Spotsylvania Courthouse,Tributary of Wilderness Run,Rapidan-Upper Rappahannock,VA,5,,,,,,,,,11/10/2017,,,,,,,,,,
VA-002,,Fredricksburgh & Spotsylvania Dam #3,,38.286280,-77.739500,Spotsylvania Courthouse,Tributary of Wilderness Run,Mattaponi,VA,5,,,,,,,,,11/10/2017,,,,,,,,,,
VA-003,,Fredricksburg & Spotsylvania Dam #5 (Fariview Farm Pond),,38.30061,-77.637300,Spotsylvania Courthouse,Tributary of Ni River,Mattaponi,VA,5,,,,,,,,,11/10/2017,,,,,,,,,,
VA-004,,Fredricksburg & Spotsylvania Dam #6 (Ashley Farm Pond),,38.304760,-77.621000,Fredericksburg,Tributary of Nine Mile Run,Lower Rappahannock,VA,4,,,,,,,,,11/10/2017,,,,,,,,,,
VA-005,,Picnic Area Dam,1984,38.805210,-77.572200,Manassas National Battlefield Park,Youngs Branch,Middle Potomac-Anacostia-Occoquan,VA,5,,,,,,,,,11/10/2017,,,,,,,,,,
VA-006,,Adney Gap Pond Dam,1984,,,,,,VA,12,,,,,,,,,11/10/2017,,,,,,,,,,
VA-007,VA14920,Sykes Dam,1992,37.226644,-77.355019,Fort Lee,Harrison Creek,Appomattox,VA,22,,,,,,,,,11/10/2017,,,,,,,,,,
VA-008,,Chancellorsville Brygadier A Dam,2000,38.313507,-77.680014,Spotsylvania Courthouse,Tributary of Hunting Run,Rapidan-Upper Rappahannock,VA,6,,,,,,,,,11/10/2017,,,,,,,,,,
VA-009,,Chancellorsville Brygadier B Dam,2000,38.316417,-77.679856,Spotsylvania Courthouse,Tributary of Hunting Run,Rapidan-Upper Rappahannock,VA,6,,,,,,,,,11/10/2017,,,,,,,,,,
VA-010,,Fredricksburgh Milstead A Dam,2000,38.245767,-77.437594,Fredericksburg,Tributary of Rapphannock River,Lower Rappahannock,VA,5,,,,,,,,,11/10/2017,,,,,,,,,,
VA-011,,Fredricksburgh Milstead B Dam,2000,38.245768,-77.436599,Fredericksburg,Tributary of Rapphannock River,Lower Rappahannock,VA,15,,,,,,,,,11/10/2017,,,,,,,,,,
VA-012,,Knightly Dam,2004,38.23078,-78.9276,Mt Sidney,Middle River,South Fork Shenandoah,VA,,,,,,,,,,11/10/2017,,,,,,,,,,
VA-013,VA17905,Embrey Dam,2004,38.32352,-77.4921,Fredericksburg,Rappahannock River,Lower Rappahannock,VA,22,100 (partial removal),1855 (remodel 1910),City of Fredericksburg ,Originally hydropower owned by VEPCO,Concrete,,,170,11/10/2017,,,,,,,,,,
VA-014,,McGaheysville Dam,2004,38.33714,-78.7288,Harrisonburg,South Fork of the Shenandoah River,South Fork Shenandoah,VA,,350,1920s,City of Harrisonburg,Hydropower,,,,,11/10/2017,,,,,,,,,,
VA-015,,Rockland Dam,2005,38.30609,-78.895,Weyers Cave,Shenandoah River Middle Branch,South Fork Shenandoah,VA,15,,,Private,,Concrete,,,,11/10/2017,,,,,,,,,,
VA-016,,Woolen Mills Dam,2007,38.02076,-78.4544,Charlottesville,Rivanna River,Rivanna,VA,,"Removed ~ 195 out of 270 feet of structure, leaving short sections of block on both sides of the river for historic interpretation",1830,,Originally provided water power to a factory that made Union uniforms.,Concrete w/timber fill,,,16,11/10/2017,,,,,,,,,,
VA-017,,Quinn Dam,2007,37.65398,-78.9599,Amherst/Nelson County line,Tye River,Middle James-Buffalo,VA,,,,Privately owned,,Concrete,,,20,11/10/2017,,,,,,,,,,
VA-018,,Wasena Park Dam,2009,37.26655,-79.964,Wasena Park,Roanoke River,Upper Roanoke,VA,5,,,,,Concrete/Culverts inside,,,5,11/10/2017,,,,,,,,,,
VA-019,,Riverton Dam,2010,38.94924,-78.1984,Front Royal,North Fork Shenandoah,North Fork Shenandoah,VA,8,175,1906,Town of Front Royal,Hydropower,Concrete ,,,"1.5 miles impounded restored to natural riverine; fish passage: 6 unimpeded mainstem; 49 mainstem including low-head, potentially passable dams and 46 unimpeded significant tributary",11/10/2017,,,,,,,,,,
VA-020,VA03902,Lake Charles Dam,2010,37.32738,-77.2033,Charles City,Kimages Creek,Lower James,VA,,,,,,,,,3,11/10/2017,,,,,,,,,,
VA-021,,Ramworks Dam (Rife Loth Dam),2011,38.05984,-78.8995,Waynesboro,South River,South Fork Shenandoah,VA,10,,1907,Adjacent homeowner's association,Power for a foundry/ramworks industry,Concrete/Stone,26,,,6/12/2019,,,,,,,,,,
VA-022,,Cumberland Marsh Dam,2011,37.545710,-76.986600,New Kent,Pamunkey River,Pamunkey,VA,,,,The Nature Conservancy,,Earthen,,,0.3,11/10/2017,,,,,,,,,,
VA-023,,Brantley Dam,2011,36.57701,-79.3777,Danville,Dan River,Lower Dan,VA,5,500,,City of Danville,,Concrete,,,1.74,11/10/2017,,,,,,,,,,
VA-024,,Veteran's Memorial Park Dam  ,2012,36.98459,-79.8881,"Pigg River, Town of Rocky Mount, Franklin County, VA",Pigg River,Upper Roanoke,VA,6,80,1920s,Town of Rocky Mount,Municipal water supply,Concrete,,,,11/10/2017,,,,,,,,,,
VA-025,,Mossy Creek Dam ,2013,38.35811,-79.0304,"Mossy Creek, Augusta County",Mossy Creek,South Fork Shenandoah,VA,13,,1920 (crib dam may date to 1904 and earlier dams date to 1700's),Augusta Milling Company,,Concrete Gravity/Timber crib,,,5.4 mainstem,11/10/2017,,,,,,,,,,
VA-026,,Harvell Dam,2014,37.23356,-77.4131,Petersburg,Appomattox River,Appomattox,VA,9,240 ft of 400 ft dam removed,1890,Harvell Dam Corporation (multiple owners over time),Mills & navigation (originally) then hydropower,Concrete,,,126.5,11/10/2017,,,,,,,,,,
VA-027,,Fletchers Mill Dam,2010,38.65807,-78.2265,Sperryville,Thornton River,Rapidan-Upper Rappahannock,VA,4,100,,,,,,,,11/10/2017,,,,,,,,,,
VA-028,,DuPont Dam,2011,38.059377,-78.891878,Waynesboro,South River,South Fork Shenandoah,VA,2,,,Dupont,Industrial water,Concrete,1,,,6/12/2019,,,,,,,,,,
VA-029,,Poclain Dam,1997,38.254108,-77.431733,Fredericksburg,Tributary of Rapphannock River,Lower Rappahannock,VA,2,,,,,,,,,11/10/2017,,,,,,,,,,
VA-030,,Ashton Dam #1,2008,38.313644,-77.675316,Spotsylvania Courthouse,Tributary of Hunting Run,Rapidan-Upper Rappahannock,VA,25,,,,,,,,,11/10/2017,,,,,,,,,,
VA-031,,Ashton Dam #2,2008,38.31468,-77.676796,Spotsylvania Courthouse,Tributary of Hunting Run,Rapidan-Upper Rappahannock,VA,4,,,,,,,,,11/10/2017,,,,,,,,,,
VA-032,,Marion Ice Plant Dam,2015,36.831,-81.528,Marion / Smyth,Middle Fork Holston,South Fork Holston,VA,12,95,,Private,,Rock /concrete,,,15,11/10/2017,,,,,,,,,,
,,Harrington Road,2017,,,West Windsor,Mill Brook,,VT,,,,private,,Stone masonry,,,,2/8/2018,,,,,,,,,,
VA-033,,Monumental Mills Dam,2016,38.6013,-78.0076,Rixeyville/Culpeper County,Hazel River,Lower Potomac,VA,10,140,Possibly as early as 1816,Commonwealth of VA at time of removal; multiple previous owners ,"Original use was mill, then hydropower (circa 1930 to 1950), then obsolete (delapidated condition)",Stone/mortar,,,28 miles of Hazel River; 285 Upstream Functional Network miles,11/10/2017,,,,,,,,,,
VA-034,,Power Dam,2016,36.99548,-79.85991,Franklin County,Pigg River,Upper Roanoke,VA,25,204,1915,Friends of the Rivers of Virginia (FORVA) purchased for purposes of removal,Hydropower,Concrete gravity,,,2.2,11/10/2017,,,,,,,,,,
VA-035,,Hightop Mountain Dam,2006,38.31355,-78.55956,Stanardville,Haneytown Creek,Rivanna,VA,,,,,,,,,,11/10/2017,,,,,,,,,,
VA-036,,Passage Creek Dam,2017,38.705778,-78.565489,Page County,Passage Creek,North Fork Shenandoah,VA,4.5,20,1971,U.S. Forest Service,Interpretive site,Concrete,2,4,,2/5/2019,,,,,,,,,,
VA-037,,Moores Creek Dam,2017,38.01495,-78.51905,City of Charlottesville,Moores Creek,Rivanna ,VA,5,40,1921,City of Charlottesville,Water supply for swimming pool,Stone and mortar,22.3,"5,455.12",,2/5/2019,,,,,,,,,,
VA-038,,Brews Mill Dam,2015,38.192111,-78.937417,Augusta County,Christians Creek,South Fork Shenandoah,VA,6,120,1910,Private,Mill,Concrete,,,,2/6/2020,,,,,,,,,,
VA-039,VA163011,Jordan's Point Dam,2019,37.79325,-79.428417,City of Lexington/Rockbridge County,Maury,Maury,VA,10,185,1911,City of Lexington,Mill power,Concrete/Wooden Crib,1,56,,2/6/2020,,,,,,,,,,
VT-002,,Lyndon State College Lower Dam,,44.53683,-72.0238,Caldonia,Tributary to Passumpsic River,Passumpsic,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-003,,Red Mill Dam,1974,43.10555,-73.2584,Arlington,Batten Kill River,Hudson-Hoosic,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-004,,Lower Eddy Pond Dam,1981,43.59193,-72.9626,Rutland,Mussey Brook,Otter Creek,VT,20,,,,,,,,,11/10/2017,,,,,,,,,,
VT-005,VT00165,Youngs Brook Dam,1995,43.572240,-73.051700,West Rutland,Youngs Brook,Otter Creek,VT,46,,,,,,,,,11/10/2017,,,,,,,,,,
VT-006,,Newport No. 11 Dam,1996,44.93622,-72.183200,Newport,Clyde River,St. Francois River,VT,19,90,1956,,,,,,,11/10/2017,,,,,,,,,,
VT-007,,Groton Dam (Sanville Dam),1998,44.21009,-72.1979,Groton,Wells River,Waits,VT,5,,,,,,,,,11/10/2017,,,,,,,,,,
VT-008,VT00358,Johnson State Dam,2003,44.64417,-72.6744,Johnson,Tributary to the LaMoille River,Lamoille River,VT,30,,,Johnson State College,Aesthetic,Earthen,,,,11/10/2017,,,,,,,,,,
VT-009,,Hillside Farm Dam,2003,43.78463,-72.27051,Norwich,Tributary to the Ompompanoosuc River,,VT,18,,,,,,,,,11/10/2017,,,,,,,,,,
VT-010,,Pinney Hollow Brook Dam,2007,43.55346,-72.7076,Plymouth,Pinney Hollow Brook,Black-Ottauquechee,VT,12,67,1933,Coolidge State Park,Swimming,Concrete,,,,11/10/2017,,,,,,,,,,
VT-011,,Cox Brook Dam,2008,44.17379,-72.6546,Northfield Falls,Cox Brook,Winooski River,VT,10,93,1932,Private,Built to provide students at Norwich University with practical experience in engineering and hydraulics,Concrete,,,,11/10/2017,,,,,,,,,,
VT-012,,Stevensville Brook Dam,2008,44.5066,-72.8669,Underhill,Stevensville Brook,Lamoille River,VT,10,36,1930,Private,Swimming,Concrete,,,,11/10/2017,,,,,,,,,,
VT-013,,Zebedee Wetland Dam,2010,43.8231,-72.2236,Thetford,Zebedee Brook,Upper Connecticut-Mascoma,VT,4,100,1960s,Upper Valley Land Trust,Water supply,Earthen,,,,11/10/2017,,,,,,,,,,
VT-014,,Union Brook Dam,2010,44.16141,-72.6803,Northfield,Union Brook,Winooski River,VT,18,145,1931,"Fred Union, private owner",,Concrete,,,"0.25 mi. stream restored, access to 3-5 miles",11/10/2017,,,,,,,,,,
VT-015,,Marshfield-8 Dam,2012,44.35033,-72.3517,Marshfield,Winooski River,Winooski River,VT,11,93,1965,Ben Heinz,Hydropower,Concrete/Stone,,,"Next barrier d/s is approx 7 miles distant; u/s barrier is at least 4 mi upriver, eliminated ~350 foot long impoundment",11/10/2017,,,,,,,,,,
VT-016,VT00237,Beaver Pond Dam,2013,43.66772,-72.8548,Mendon,Mendon Brook Tributary,Upper Delaware,VT,12,500,1958,VT Fish and Game,Recreation,Earthen,,,0.25,11/10/2017,,,,,,,,,,
VT-017,VT00144,Dufresne Dam,2013,43.17932,-73.0303,Manchester,Battenkill River,Hudson-Hoosic,VT,12,263,1908,State of VT,"Mill, then recreation",Concrete spillway/Earthen berm,,,5,11/10/2017,,,,,,,,,,
VT-018,,Henry Bridge Dam,2013,42.91234,-73.2544,North Bennington,Walloomsac River,Hudson-Hoosic,VT,,,1812,Private,Paper mill,"Wood, with concrete cap",,,0.7,11/10/2017,,,,,,,,,,
VT-019,,Franconia Paper Co. Dam,2014,44.22005,-72.2173,Groton,Wells River,Waits,VT,6,60,Early 1900s,VT Dept of Transportation,,Concrete,,,22,11/10/2017,,,,,,,,,,
VT-020,,Kendrick Pond Dam,2014,43.72296,-73.021,Pittsford,Sugar Hollow Brook,Otter Creek,VT,13,35,1870s,Town of Pittsford,Ice Pond,Stone masonry,,,10,11/10/2017,,,,,,,,,,
VT-021,,Groton #9 Dam,2015,44.208189,-72.191333,Groton/Caledonia,Wells River,Waits,VT,10,160,1908,Green Mtn. Power,Mill,Concrete,,,34,11/10/2017,,,,,,,,,,
VT-022,,East Pittsford Dam,,43.677384,-72.948176,Pittsford,East Creek,Otter Creek,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-023,,Dalewood Dam,2006,43.108792,-72.854768,Jamaica,Tributary of Ball Mountain Brook,West,VT,,,1977,,,,,,,11/10/2017,,,,,,,,,,
VT-024,,Upper Hurricane Reservoir,2010,43.643086,-72.372736,White River Junction,Connecticut River Tributary,Black-Ottauquechee,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-025,,Lower Hurricane Reservoir,2012,43.6468,-72.369141,White River Junction,Connecticut River Tributary,Black-Ottauquechee,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-026,,Newport Remnant Dam,2006,44.937294,-72.179746,Newport,Clyde River,St. Francois River,VT,,,,,,,,,,11/10/2017,,,,,,,,,,
VT-027,,"Randolph Dam (Sargent, Osgood, and Roundy Dam) ",2016,43.9267,-72.6659,Randolph/ Orange,White River,White,VT,4,80,1930s,Randolph,Protect bridge abutments from scour,Metal,,,88,11/10/2017,,,,,,,,,,
VT-028,,Bagatelle Dam,2017,42.562656,-72.3553016,Dummerston,West River Tributary,Miller,VT,10,15,1939,Private,Pond,Concrete,,,5,2/8/2018,,,,,,,,,,
VT-029,,Dummerston Dam,2017,42.9334,-72.599,Dummerston/Windham,West/ Connecticut,West  ,VT,7,33,1920s,Private landowner,Ice,Cement/stacked rock,,,4,2/8/2018,,,,,,,,,,
VT-030,,East Burke Dam,2017,44.58854,-71.94657,East Burke,Passumpsic River,Passumpsic,VT,13,150,1931,Passumpsic Valley Land Trust,Mill,Concrete,,,99,2/8/2018,,,,,,,,,,
VT-031,,East Highgate Dam,2017,44.93,-72.99,Highgate,Missisquoi,Missisquoi,VT,,,1807,Village of Swanton,Mill power; manufacturing,Concrete,,,,2/8/2018,,,,,,,,,,
VT-032,,Geer Dam,2017,43.91337,-72.26214,West Fairlee,Ompompanoosuc River,Upper Connecticut-Mascoma,VT,6,20,1983,Private-- Greer,Hydropower,Concrete,,,17,2/8/2018,,,,,,,,,,
VT-033,,Harrington Road Dam (Ascutney Snowmaking Diversion),2017,43.466798,-72.470867,West Windsor,Mill Brook,Black-Ottauquechee,VT,3,,,Town of West Windsor,,Stone masonry/Concrete,,,,6/12/2019,,,,,,,,,,
VT-034,,Camp Killooleet Dam,2018,43.92682,-72.8461,Hancock,Hancock Branch,White,VT,14,165,Early 1900s,,Diversion dam to feed a trout fishing pond,Concrete,36,51,,6/12/2019,,,,,,,,,,
VT-035,,Cold Brook Dam,2018,42.899333,-72.859667,Willmington,Cold Brook,Deerfield River,VT,3,,,Private,,Concrete,,,,6/12/2019,,,,,,,,,,
VT-036,VT00371,Norwich Reservoir Dam,2018,43.729865,-72.332322,Norwich,Charles Brown Brook,Upper Connecticut River,VT,20,200,1920,Norwich Fire District No. 1,,Concrete,43,,,6/12/2019,,,,,,,,,,
VT-037,,Shashoua Dam,2018,44.092667,-72.844667,Warren,Mad River tributary,Winooski River,VT,20,,,Privately owned,,Earthen,,,,6/12/2019,,,,,,,,,,
