STATE ID,DAM NAME,OTHER  NAME,NID,NO STRUCTURES,OTHER STRUCT ID,LONGITUDE,LATITUDE,COUNTY,CITY/TOWN,RIVER/STREAM,YR COMPLETED,PURPOSES,DRINKING WATER,DAM TYPE,LENGTH (FT),HT (FT) EST,HT (FT),STRUCT HT(FT),HYD HT(FT),SPILL W(FT),SPILL HT(FT),SPILL MAX D(FT),NORM STOR(AC-FT),MAX STOR(AC-FT),NORM SURF AREA(AC),DRN AREA(SQ MI),SW MAX (CFS),OUTMAX(CFS),FRESHET(CFS),HIST HAZARD,HIST SOURCE,HAZARD,HAZARD SOURCE,COMMENT,REGULATED,ACTIVE,PERMIT AUTHORITY,INSP AUTHORITY,ENFORCE AUTHORITY,SIZE,DS JURISDICTION,STATE REGULATORY AGENCY,FED REGULATORY AGENCY,YR MODIFIED,SPILL TYPE,OUTLET GATES,NEAREST CITY/TOWN,DIST TO CITY/TOWN,NON-FED ON FED PROP,NRCS
252,CAROLINA POND,,RI04027,,,-71.66358953,41.45886231,WASHINGTON,CHARLESTOWN / RICHMOND,PAWCATUCK RIVER,1840,O,,"EARTH,MASONRY",380,8,10,11,8,184,7,2,85,108,12,97,1640,336,2415,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,CHARLESTOWN,0,N,
253,BRADFORD POND,,RI04374,,,-71.74940492,41.40752412,WASHINGTON,HOPKINTON / WESTERLY,PAWCATUCK RIVER,,O,,"EARTH,CONCRETE",200,9,9.5,10,6,80,6,2,40,48,14,219,,1100,4386,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WESTERLY,0,N,
254,POTTER HILL,,RI01409,,,-71.79693606,41.41405105,WASHINGTON,HOPKINTON,PAWCATUCK RIVER,1903,O,,"EARTH,MASONRY",112,9.5,10,11,8,81,8,5.5,204,280,36,204,5457,386,4688,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,HOPKINTON,,,,
256,STILLMANVILLE,,RI04574,,,-71.83307,41.38498,WASHINGTON,WESTERLY / CT,PAWCATUCK RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
259,LILLIBRIDGE POND,,RI04288,,,-71.66459659,41.49417496,WASHINGTON,RICHMOND,WHITE BROOK,,O,,EARTH,100,,4,4,3,,3,,4,5,3,2,,0,179,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,RICHMOND,0,N,
260,WELLS POND,,RI04289,,,-71.67244717,41.47795103,WASHINGTON,RICHMOND,WHITE BROOK-TRIB,,F,,EARTH,100,6,6,6,4,,4,,12,18,6,1,,0,200,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,RICHMOND,0,N,
261,WHITE'S POND,,RI04290,,,-71.66939549,41.47037886,WASHINGTON,RICHMOND,WHITE BROOK,,F,,EARTH,100,7,8,8,6,,6,,9,12,3,2,,,187,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,RICHMOND,0,N,
262,LOCUSTVILLE POND,,RI01408,,,-71.71644591,41.50851442,WASHINGTON,HOPKINTON,BRUSHY BROOK,1885,RH,,"OTHER,EARTH",285,,15,18,18,98,14,3,530,625,83,11,1497,423,2822,SIGNIFICANT,,HIGH,ACOE 1981 & GZA UMAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
264,BETHEL POND,,RI04192,,,-71.79023744,41.4307785,WASHINGTON,HOPKINTON,ASHAWAY RIVER,,O,,"EARTH,MASONRY",240,12,11,11,6,37,6,4.5,38,66,11,29,1476,570,1117,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
265,ASHAWAY MILL POND,,RI04193,,,-71.7897,41.42481,WASHINGTON,HOPKINTON,ASHAWAY RIVER,1816,O,,"EARTH,MASONRY",400,6,12,12,6,34,6.5,5,17,30,5,30,1530,900,1125,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
266,ASHAWAY LINE POND,ASHAWAY LINE & TWINE,RI04194,,,-71.79219053,41.4234314,WASHINGTON,HOPKINTON,ASHAWAY RIVER,1838,O,,"EARTH,CONCRETE",150,8,8,8,4,52,4.2,3.5,6,9,2,30,2028,,1125,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
272,SMITH'S ICE POND,,RI04195,,,-71.78200531,41.46245577,WASHINGTON,HOPKINTON,PARMENTER BROOK,,O,,EARTH,100,4,7,7,2,3.5,2.5,5,2,2,1,1,130,0,154,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
273,WOOD RIVER JUNCTION,MEADOWBROOK POND,RI02902,,,-71.69108577,41.43787383,WASHINGTON,RICHMOND,MEADOW BROOK,1860,R,,"EARTH,ROCKFILL,CONCRETE",520,11.5,10,10,7,5.8,7,3.1,36,60,17,6,480,30,566,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,RICHMOND,3,N,
274,HARRIS POND,,RI04197,,,-71.7559128,41.46131133,WASHINGTON,HOPKINTON,TOMAQUAG BROOK-TRIB,,,,,900,11,5,5,4,12,,,2,3,19,1,,,,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
275,LINEWALK POND,,RI04198,,,-71.75670626,41.48368454,WASHINGTON,HOPKINTON,CANONCHET BROOK,,,,,,4,7,7,5,,,,7,10,3,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
276,KNAPP POND,,RI04199,,,-71.79592132,41.42380525,WASHINGTON,HOPKINTON,KNAPP BROOK,,O,,EARTH,100,5.5,8,8,6,6,6,2,15,20,5,0,60,0,72,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
278,BISCUIT CITY POND,,RI04337,,,-71.53445438,41.47481156,WASHINGTON,SOUTH KINGSTOWN,WHITE HORN BROOK,,O,,EARTH,100,8,6,6,4,,6,2,3,4,1,3,,,300,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
279,INDIAN CEDAR SWAMP,WANNASEWAQUOT,RI04028,,,-71.66471863,41.43037414,WASHINGTON,CHARLESTOWN,CEDAR SWAMP BROOK,,,,,150,6,6,,,4,4.5,1.5,28,35,7,2,104,,240,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CHARLESTOWN,0,N,
280,TANNER POND,,RI04291,,,-71.67168421,41.46389008,WASHINGTON,RICHMOND,WHITE BROOK,,F,,"EARTH,MASONRY",90,7,6.5,6,4,6,4.5,2,13,19,6,3,60,286,369,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,RICHMOND,0,N,
281,CAPWELL MILL POND,,RI04228,,,-71.60762791,41.64339065,KENT,WEST GREENWICH,CARR RIVER,,R,,"EARTH,MASONRY",150,7.5,7,8,6,35,6,1.5,32,48,16,7,,0,,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
285,LANGWORTHY POND,,RI04200,,,-71.71837617,41.50828552,WASHINGTON,HOPKINTON,BRUSHY BROOK-TRIB,,O,,"EARTH,MASONRY",130,7,9,9,8,13.7,8.1,0.9,2,3,1,0,35,,38,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
286,PINEDALE MILL POND,,RI04201,,,-71.73725123,41.52708053,WASHINGTON,HOPKINTON,MOSCOW BROOK,,O,,"EARTH,MASONRY",,,20,20,,,,,,,,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,HOPKINTON,0,N,
287,LONG POND,,RI01410,,,-71.76535033,41.50665665,WASHINGTON,HOPKINTON,BLUE POND BROOK,1885,O,,"GRAVITY,EARTH",230,9.5,9,10,7,2,7,2,62,79,22,1,73,73,126,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,1,N,
288,UNION POND,,RI04202,,,-71.74849702,41.49061584,WASHINGTON,HOPKINTON,BLUE POND BROOK,,O,,"EARTH,MASONRY,CONCRETE",160,8,5.6,6,4,32,4.2,0.4,9,10,3,4,25,69,491,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
289,GRASSY,,,,,0,0,,HOPKINTON,WINCHECK POND-TRIB,0,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,,Y,N,,N,,,W,,,,,,,,
290,YAWGOO POND,,RI04336,,,-71.56903844,41.50724794,WASHINGTON,SOUTH KINGSTOWN,CHICKSHEEN BROOK,,O,,"EARTH,CONCRETE",,3,,,3,3,3,1,340,400,136,2,,,291,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,SOUTH KINGSTOWN,0,N,
293,LEBANON MILL,,RI04575,,,-71.34078,41.88968,PROVIDENCE,PAWTUCKET,TEN MILE RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
294,TEN MILE RESERVATION,,RI02601,,,-71.34090419,41.87455749,PROVIDENCE,PAWTUCKET,TEN MILE RIVER,1926,R,,"EARTH,GRAVITY,CONCRETE",175,4,10,11,7,125,5,5,90,140,32,45,3680,43,1700,LOW,,LOW,GZA MAP 2008,,Y,Y,N,Y,N,SMALL,Y,W,,,,,PAWTUCKET,1,N,
295,LIMEROCK RESERVOIR,,RI04243,,,-71.46809384,41.92950059,PROVIDENCE,LINCOLN,MOSHASSUCK RIVER,,O,,"EARTH,ROCKFILL",200,,28,28,20,6,20,2,180,210,15,1,380,0,590,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,LINCOLN,0,N,
296,OLD FORGE MILL POND,,RI04388,,,-71.44510757,41.64123075,WASHINGTON,WARWICK / NORTH KINGSTOWN,POTOWOMUT RIVER,1700,R,,MASONRY,80,,8,8,5,62,5,3.8,11,25,5,23,1500,50,1300,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,1,N,
297,ARNOLD MILL POND,WHIPPLE,RI04095,,,-71.3927689,41.97980882,PROVIDENCE,CUMBERLAND,ABBOTT RUN,,O,,"EARTH,MASONRY",150,,8,8,6,75,6,2.5,10,13,3,18,1040,0,1744,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CUMBERLAND,0,N,
298,JENKESVILLE POND UPPER,,RI04378,,,-71.49837498,42.01514816,PROVIDENCE,WOONSOCKET,PETERS RIVER,,O,,"EARTH,CONCRETE",80,,7,7,5,60,5,2,7,9,3,11,,,900,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WOONSOCKET,0,N,
300,CUNLIFF POND,ELM LAKE / ROGER WILLIAMS PARK,RI02802,,,-71.4125824,41.77378845,PROVIDENCE,PROVIDENCE,MASHAPAUG BROOK,1885,R,,"GRAVITY,EARTH",20,9.5,12,12,10,8,10,2,140,168,35,5,80,0,560,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,PROVIDENCE,0,N,
302,SILVER HOOK,,RI04576,,,-71.42009,41.76134,KENT,WARWICK,PAWTUXET RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
303,PETTACONSETT,,RI04577,,,-71.44527,41.75091,PROVIDENCE/KENT,CRANSTON/WARWICK,PAWRUXET RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
305,STATE PRISON UPPER,,RI04578,,,-71.45408,41.74909,PROVIDENCE,CRANSTON,PRISON BROOK,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
307,SAMPSON-ALMY POND,,RI04216,,,-71.49157983,41.81108077,PROVIDENCE,JOHNSTON,POCASSET RIVER-TRIB,,O,,"EARTH,MASONRY",200,5,6,6,6,10,5.5,0.5,22,27,9,5,12,0,400,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,JOHNSTON,0,N,
310,POCASSET POND,,RI04218,,,-71.50646211,41.82574082,PROVIDENCE,JOHNSTON,POCASSET RIVER,1951,O,,EARTH,170,9,8.5,8,5,24,4.7,2.3,13,15,5,3,297,125,374,LOW,,SIGNIFICANT,GZA MAP 2008,DEM CONSIDERS ROAD D/S OF DAM,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,0,N,
311,BROWN SAWMILL POND,,RI04219,,,-71.5314102,41.83789059,PROVIDENCE,JOHNSTON,POCASSET RIVER,,O,,"EARTH,ROCKFILL",12,2,3,3,2,3,2.5,1,2,3,1,1,10,0,130,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,JOHNSTON,0,N,
312,HUGHESDALE POND LOWER,,RI04220,,,-71.49676512,41.80722425,PROVIDENCE,JOHNSTON,DRY BROOK,1820,O,,"EARTH,MASONRY",250,,13.5,14,12,53,12,1.2,6,7,1,3,240,86,390,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,JOHNSTON,0,N,
313,HUGHESDALE POND UPPER,,RI04221,,,-71.50185396,41.80725481,PROVIDENCE,JOHNSTON,DRY BROOK,,O,,"EARTH,MASONRY",200,,21.8,22,20,34,20,1.8,50,55,5,3,290,0,400,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,0,N,
314,PIERCE UPPER,,RI04579,,,-71.50812,41.7965,PROVIDENCE,JOHNSTON,SIMMONS BROOK,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
315,PIERCE POND  LOWER,,RI04222,,,-71.50681306,41.79751588,PROVIDENCE,JOHNSTON,SIMMONS BROOK,,O,,"EARTH,MASONRY",200,15,8,8,6,,,,3,4,1,5,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,JOHNSTON,0,N,
317,VICTORIA MILL,,RI04581,,,-71.49082,41.79533,PROVIDENCE,JOHNSTON,SIMMONS BROOK,,,,,0,12,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,,,W,,,,,,,N,
319,PRISCILLA WORSTED,,RI04582,,,-71.48678,41.79635,PROVIDENCE,JOHNSTON,SIMMONS BROOK,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
320,STONE POND,,RI04073,,,-71.48957059,41.79079436,PROVIDENCE,CRANSTON,FENNER BROOK,,R,,"EARTH,MASONRY,CONCRETE",200,10,8,8,6,12,5,2,25,34,8,0,110,,40,LOW,,HIGH,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,0,N,
323,CAESARVILLE POND,,RI04224,,,-71.4874954,41.84579082,PROVIDENCE,JOHNSTON,ASSAPUMPSET BROOK,,O,,"EARTH,CONCRETE",,7,5.8,6,3,30,3,3,8,15,5,2,505,505,450,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,0,N,
328,ROBIN HOLLOW POND,,RI04365,,,-71.64951322,41.61879348,KENT,WEST GREENWICH,RACCOON BROOK,,R,,"EARTH,MASONRY",280,9,5,5,3,27,3,2,4,5,3,2,160,,200,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,WEST GREENWICH,0,N,
329,BURTON POND,WILBUR POND,RI04258,,,-71.6356277,41.76456071,PROVIDENCE,SCITUATE,WILBUR HOLLOW BROOK,,O,,"EARTH,MASONRY",250,7,7,7,5,,,,7,9,3,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
330,POTTERVILLE POND,,RI04294,,,-71.65436556,41.7550316,PROVIDENCE,SCITUATE,WILBUR HOLLOW BROOK,,S,,"EARTH,MASONRY",100,8,5.5,6,3,,3,0.5,4,5,2,,,0,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,SCITUATE,0,N,
331,POTTER POND,,RI04295,,,-71.66276549,41.75573729,PROVIDENCE,SCITUATE,WILBUR HOLLOW BROOK,,O,,"EARTH,MASONRY",100,,5.5,6,4,,4,,4,5,2,,,,,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,SCITUATE,0,N,
332,ABNER'S POND,,RI04296,,,-71.6673202,41.75533296,PROVIDENCE,SCITUATE,WILBUR HOLLOW BROOK,,O,,"EARTH,MASONRY",120,,16,16,14,3,14,1.5,28,32,4,,20,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
335,ARROW LAKE #1,,RI04076,,,-71.49440007,41.78420638,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,,,,,190,3.5,,,,,,,,,,,,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,W,,,,,CRANSTON,1,N,
336,ARROW LAKE #2,,RI04077,,,-71.48986817,41.77998732,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,,,,,150,7,,,,8,,,9,12,3,0,25,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,CRANSTON,1,N,
337,R.I. PRINTWORKS POND,,RI04078,,,-71.48696902,41.77994535,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,1951,,,,40,2.5,,,,16,3,,0,2,0,0,185,,74,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,,W,,,,,CRANSTON,1,N,
338,COLVIN POND,,RI04079,,,-71.48432924,41.77956391,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,,,,,120,11,8,,,,,,,,,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CRANSTON,0,N,
340,MESHANTICUT PARK POND,MESHANTICUT POND,RI04081,,,-71.47830202,41.76779557,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,,R,,"EARTH,MASONRY",90,9,8,8,6,7,5,1.3,35,50,9,0,38,0,40,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,0,N,
341,SARGENT'S POND,,RI04082,,,-71.49806208,41.75708388,PROVIDENCE,CRANSTON,FURNACE HILL BROOK,,O,,CONCRETE,30,,5,5,3,2,2,,2,3,0,,,,,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,CRANSTON,0,N,
342,POWERS POND,,RI04083,,,-71.50942232,41.75491335,PROVIDENCE,CRANSTON,FURNACE HILL BROOK,,O,,"EARTH,MASONRY",50,11,5,5,3,10,1,,2,2,0,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,CRANSTON,0,N,
343,WOOD'S MILL POND,,RI04084,,,-71.53322596,41.77128219,PROVIDENCE,CRANSTON,FURNACE HILL BROOK,,,,,210,8.5,,,,,,,,,,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,CRANSTON,0,N,
344,PEABODY RESERVOIR LOWER,,RI04297,,,-71.66779328,41.78525544,PROVIDENCE,SCITUATE,WESTCONNAUG BROOK,,S,,"EARTH,MASONRY",300,19.5,18,18,16,,,,12,14,2,,220,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
345,JORDAN POND,CLAYVILLE POND,RI04298,,,-71.67464445,41.77767943,PROVIDENCE,SCITUATE,WESTCONNAUG BROOK,,S,Y,"EARTH,MASONRY",230,12,22,13,19,35,10,4,50,65,10,4,290,0,556,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SCITUATE,0,N,
346,KIMBALL RESERVOIR,,RI01603,,,-71.56513209,41.83812332,PROVIDENCE,JOHNSTON,MOSWANSICUT BROOK,1924,S,Y,"MASONRY,GRAVITY,EARTH",400,,11,13,11,6.5,7,3,123,146,28,1,127,0,92,LOW,,SIGNIFICANT,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SCITUATE,2,N,
347,YOUNG'S POND,SHIPPEE SAWMILL POND,RI04137,,,-71.75172425,41.8334618,PROVIDENCE,FOSTER,SHIPPEE BROOK,1825,FR,,EARTH,170,,9,9,8,10,7.5,2,15,20,7,2,193,0,,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
348,HUTCHINSON POND,,RI04138,,,-71.73714448,41.81782915,PROVIDENCE,FOSTER,PAINE BROOK,,P,,"EARTH,MASONRY",80,8.5,6,6,4,10,4.5,1.5,2,3,1,,60,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
349,SPEAR POND,,RI04139,,,-71.72848512,41.80401991,PROVIDENCE,FOSTER,HEMLOCK BROOK,,P,,EARTH,100,10,11,5,3,,7.5,3.5,5,6,3,2,,,200,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,FOSTER,0,N,
350,DUHALLOW POND,,RI04096,,,-71.39134978,42.00911716,PROVIDENCE,CUMBERLAND,BURNT SWAMP BROOK,,,,,75,2,8,,,,6,,7,8,5,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CUMBERLAND,0,N,
351,PEEPTOAD POND,HARRISDALE POND,RI04299,,,-71.60604854,41.85277172,PROVIDENCE,SCITUATE,PEEPTOAD BROOK,,O,,"EARTH,CONCRETE",400,18,11,11,8,10,1,8,36,50,9,4,620,0,512,LOW,,SIGNIFICANT,RIDEM 20166 (GZA RPT FROM OWNER),,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SCITUATE,0,N,
352,SANDY BROOK POND #1,,RI04164,,,-71.62327572,41.87390518,PROVIDENCE,GLOCESTER,PEEPTOAD BROOK,,O,,"EARTH,MASONRY",230,6,7,7,6,27,5.5,1.5,25,30,9,3,,0,350,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
353,SANDY BROOK POND #2,,RI04165,,,-71.62132,41.8733,PROVIDENCE,GLOCESTER,PEEPTOAD BROOK,,,,,,7,6,6,4,,,,2,3,1,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
354,COOMER LAKE,,RI01305,,,-71.62326048,41.87953187,PROVIDENCE,GLOCESTER,PEEPTOAD BROOK,1885,RS,Y,"ROCKFILL,EARTH",330,17,9,21,14,38,5,7,383,510,11,3,800,0,343,LOW,,SIGNIFICANT,RIDEM 2006 (CONFIRMED 2013 W/GZA 2009 RPT FROM OWNER),,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,3,N,
355,BRUSH MEADOW POND,,RI04300,,,-71.69006344,41.85197067,PROVIDENCE,FOSTER / SCITUATE,DOLLY COLE BROOK,,O,,"EARTH,MASONRY",100,6,4,4,4,20,3.5,3,16,18,9,1,300,0,150,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
356,LILY POND,,RI04140,,,-71.68978883,41.84389118,PROVIDENCE,FOSTER,DOLLY BROOK,,O,,"EARTH,MASONRY",120,7.5,6,6,5,14,5,1,15,20,5,1,40,,,LOW,,LOW,GZA 2007,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
357,HOPKINS AXE FACTORY POND,,RI04141,,,-71.6958313,41.83790204,PROVIDENCE,FOSTER,DOLLY COLE BROOK-TRIB,,O,,EARTH,,,,,,,,,,,29,,,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,W,,,,,FOSTER,0,N,
358,CRANSTON FISH & GAME ASSOC. POND,,RI04142,,,-71.69628148,41.8320732,PROVIDENCE,FOSTER,DOLLY COLE BROOK,,F,,"EARTH,MASONRY",25,6,4,4,3,4,4,1,25,35,13,2,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
360,HORSESHOE,NORTH SCITUATE HORSESHOE,RI03004,,,-71.59352877,41.83301924,PROVIDENCE,SCITUATE,PAWTUXET RIVER-NORTH BRANCH,1920,S,Y,"EARTH,ROCKFILL,CONCRETE",240,12,10,12,10,240,10,2.5,1314,1935,242,22,6000,130,1910,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,SCITUATE,0,N,
361,PINE SWAMP RESERVOIR #1,,RI04301,,,-71.57396702,41.81732555,PROVIDENCE,SCITUATE,BRANDY BROOK,,S,Y,"EARTH,MASONRY",50,8,8,,3,10,3,1,18,30,18,1,30,0,111,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SCITUATE,0,N,
362,PINE SWAMP RESERVOIR #2 (AUX TO #1),,RI04302,,,-71.57258603,41.82043077,PROVIDENCE,SCITUATE,UNNAMED STREAM,,S,,EARTH,,8,4,4,3,,,,18,30,18,1,,,111,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
363,DUCK POND,,RI04303,,,-71.56459046,41.80993272,PROVIDENCE,SCITUATE,BRANDY BROOK,,O,,"EARTH,CONCRETE",,7,4,4,3,,3,,2,3,1,0,,,23,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,SCITUATE,0,N,
364,MATHEWSON POND,,RI04304,,,-71.56999212,41.81057737,PROVIDENCE,SCITUATE,BRANDY BROOK,,O,,EARTH,,12,4,4,3,,3,,7,9,4,0,,,43,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,SCITUATE,0,N,
367,KING POND,,RI04305,,,-71.66201781,41.77366639,PROVIDENCE,SCITUATE,KING BROOK,,O,,"EARTH,MASONRY",100,9,5,5,4,10,3.5,1.75,33,47,19,0,98,19,46,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,0,N,
